Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
Paul Dummett,1,23,12,17,3,6,4,2,10,1,0,2,0,0,2,0,2,0,1,0,0,1,1,0,0,0,1,4,0,,,,,,,,,,,,,
Moussa Sissoko,1,22,21,20,7,7,4,2,7,3,0,3,0,2,2,3,5,0,0,0,0,0,0,0,1,0,3,5,1,,,,,,,,,,,,,
Isaac Hayden,0,24,24,14,1,10,4,2,10,0,0,4,1,0,2,2,1,1,2,0,0,0,0,0,0,0,3,0,2,,,,,,,,,,,,,
Dwight Gayle,1,6,13,16,4,2,4,2,7,1,0,2,1,0,1,4,2,2,0,0,0,2,0,0,0,0,4,4,11,,,,,,,,,,,,,
Ben Davies,1,22,47,35,6,20,12,3,18,0,0,2,2,4,6,7,8,0,2,0,0,2,0,0,1,0,5,3,2,,,,,,,,,,,,,
Christian  Dannemann Eriksen,1,37,63,60,10,25,10,7,40,1,2,7,2,0,4,14,4,2,1,0,1,2,0,0,1,0,6,15,6,,,,,,,,,,,,,
Bamidele Alli,1,23,45,34,2,13,14,1,21,1,0,3,1,0,4,9,3,1,0,2,0,3,0,0,1,0,3,14,5,,,,,,,,,,,,,
Harry Kane,1,9,25,23,2,8,0,0,10,0,0,2,1,0,2,4,6,0,0,0,0,1,0,0,0,0,1,8,20,,,,,,,,,,,,,
Heung-Min Son,1,18,28,30,4,10,4,2,16,1,2,5,0,0,5,7,2,0,0,4,1,1,0,0,0,0,6,5,6,,,,,,,,,,,,,
Mikel Merino Zazon,1,20,25,19,3,9,8,2,14,1,2,1,2,2,3,0,3,0,2,0,0,2,0,0,0,0,1,3,0,,,,,,,,,,,,,
Jamal Lascelles,1,38,20,17,2,27,22,2,9,2,2,2,2,0,7,1,0,0,4,0,0,1,0,0,0,0,4,3,3,,,,,,,,,,,,,
Chancel Mbemba Mangulu,1,6,5,5,2,4,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,,,,,,,,
Wayne Routledge,1,4,11,5,2,2,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,
Leon Britton,0,3,1,4,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Alfie Mawson,1,49,30,51,9,23,6,12,24,1,2,2,0,0,5,0,0,0,1,0,1,0,0,0,0,0,3,1,2,,,,,,,,,,,,,
Federico Fernandez,1,46,22,28,2,29,0,7,15,2,2,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Kyle Naughton,1,46,47,53,10,29,16,2,15,7,4,2,4,0,3,2,3,0,0,0,0,1,2,0,0,0,5,5,0,,,,,,,,,,,,,
Oriol Romeu Vidal,1,53,31,61,3,17,12,8,30,4,0,1,5,0,4,2,6,0,1,0,0,3,1,0,0,0,1,1,1,,,,,,,,,,,,,
Steven Davis,1,23,32,24,7,17,14,5,10,2,0,4,1,0,1,1,3,1,0,2,0,2,0,0,0,0,3,5,0,,,,,,,,,,,,,
Jack Stephens,1,45,14,22,1,11,4,2,12,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,
Cedric Ricardo Alves Soares,1,29,45,34,8,9,14,2,19,3,2,5,2,0,2,2,0,1,1,4,0,1,0,0,0,0,4,4,3,,,,,,,,,,,,,
Ryan Bertrand,1,33,45,47,16,14,4,1,13,2,0,8,4,2,3,1,1,0,0,0,1,0,0,0,0,0,6,1,3,,,,,,,,,,,,,
Leroy Fer,1,23,24,14,6,6,4,1,15,2,0,2,0,0,2,1,1,0,1,0,0,0,0,0,0,1,2,0,0,,,,,,,,,,,,,
Tom Carroll,1,26,42,29,9,13,10,1,16,1,4,3,2,2,3,1,2,0,0,2,0,0,0,0,0,0,4,5,0,,,,,,,,,,,,,
Jordan Ayew,1,19,24,34,7,10,8,4,16,0,2,4,3,2,1,3,5,0,1,0,1,1,0,2,0,0,1,3,8,,,,,,,,,,,,,
Martin Olsson,1,28,46,36,11,12,2,3,14,6,2,6,1,0,2,5,2,1,0,0,0,0,0,0,0,0,1,4,1,,,,,,,,,,,,,
James  Ward-Prowse,1,15,22,18,4,9,4,2,12,1,0,2,2,0,0,2,0,0,1,0,0,1,3,0,0,0,2,1,3,,,,,,,,,,,,,
Dusan Tadic,1,14,47,36,10,13,2,2,13,3,4,6,5,0,2,6,2,0,1,0,0,0,0,2,3,1,4,10,5,,,,,,,,,,,,,
ukasz Fabianski,1,15,33,19,1,6,0,3,6,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
Nathan Redmond,1,22,29,14,7,7,6,1,12,3,0,5,2,2,2,6,1,1,1,2,0,0,0,0,1,1,4,8,4,,,,,,,,,,,,,
Maya Yoshida,1,35,20,17,1,17,4,5,10,1,2,2,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,
Manolo Gabbiadini,0,9,5,7,2,4,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
Tammy Abraham,1,12,5,6,1,3,0,1,5,1,0,1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,3,,,,,,,,,,,,,
Fraser Forster,1,3,13,5,2,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sofiane Boufal,1,11,9,19,5,7,4,1,3,3,0,2,0,0,1,2,2,1,1,2,1,0,0,0,0,0,0,5,6,,,,,,,,,,,,,
Charlie Austin,1,6,10,5,0,3,0,1,6,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,7,,,,,,,,,,,,,
Sam McQueen,0,0,2,1,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Jay Fulton,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nathaniel Chalobah,1,2,6,7,1,5,2,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Jose Holebas,1,21,35,27,7,9,2,3,9,2,0,3,1,0,3,0,5,0,0,0,0,2,1,0,0,0,1,7,2,,,,,,,,,,,,,
Daryl Janmaat,1,20,31,35,7,7,0,4,6,5,2,1,3,2,1,0,0,0,1,1,0,1,0,0,1,0,2,0,0,,,,,,,,,,,,,
Younes Kaboul,0,3,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Abdoulaye Doucoure,1,84,52,71,13,38,24,10,42,4,2,6,5,2,1,4,8,0,3,2,0,3,0,0,1,0,8,6,4,,,,,,,,,,,,,
Nordin Amrabat,0,19,27,15,5,1,4,1,6,2,0,2,2,0,2,2,3,1,0,0,0,0,0,0,0,0,1,1,8,,,,,,,,,,,,,
Heurelho da Silva Gomes,0,4,22,8,1,2,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jordan Brian Henderson,1,34,47,57,14,25,10,3,25,6,2,6,2,0,4,3,2,1,1,0,0,1,0,0,1,0,5,4,2,,,,,,,,,,,,,
Joel Andre Job Matip,1,46,20,34,6,23,8,7,18,0,4,3,2,0,5,1,2,0,1,0,0,0,0,0,0,0,3,0,1,,,,,,,,,,,,,
Trent Alexander-Arnold,1,24,43,23,6,12,4,1,8,0,4,4,5,0,4,3,3,0,1,0,0,1,0,0,0,0,4,6,3,,,,,,,,,,,,,
Miguel Angel Britos Cabrera,1,12,11,14,1,4,2,3,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
Emre Can,1,35,27,32,4,15,8,4,16,1,2,3,3,0,4,4,1,0,0,0,0,1,0,0,1,1,5,4,2,,,,,,,,,,,,,
Alberto Moreno Perez,1,22,30,14,4,10,2,2,6,0,0,7,1,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,2,,,,,,,,,,,,,
Simon Mignolet,1,7,9,5,1,7,0,3,7,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Stefano Okaka Chuka,0,6,6,5,0,1,0,0,2,0,0,3,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Roberto Maximiliano Pereyra,1,23,22,27,3,9,2,3,7,1,2,2,2,0,1,3,0,0,0,0,1,2,0,0,0,0,1,2,3,,,,,,,,,,,,,
Dejan Lovren,1,50,16,38,2,25,10,5,16,3,0,1,0,0,2,0,1,1,3,0,0,0,0,0,0,0,4,2,3,,,,,,,,,,,,,
Georginio Wijnaldum,1,41,14,35,4,21,2,1,15,2,0,3,1,0,3,2,6,1,1,0,1,2,0,0,0,0,3,7,2,,,,,,,,,,,,,
Tom Cleverley,1,37,30,36,2,12,8,4,22,3,0,2,1,0,1,2,2,0,3,2,2,1,0,0,0,0,6,1,1,,,,,,,,,,,,,
Roberto Firmino Barbosa de Oliveira,1,18,45,29,8,17,0,2,12,2,4,3,1,0,1,6,1,2,1,0,0,2,1,0,0,0,3,12,3,,,,,,,,,,,,,
Sadio Mane,1,18,37,32,6,5,2,3,12,1,0,4,4,2,2,6,4,0,0,0,0,1,0,0,1,0,1,6,9,,,,,,,,,,,,,
Mohamed  Salah Ghaly,1,15,36,32,4,2,2,2,12,0,0,6,4,4,5,3,1,1,1,0,1,0,0,0,1,1,2,10,19,,,,,,,,,,,,,
Francisco Femenia Far,1,18,19,25,10,16,8,1,11,4,2,7,3,0,4,3,1,1,2,0,0,2,0,0,1,1,1,5,1,,,,,,,,,,,,,
Richarlison de Andrade,1,20,32,18,8,5,4,2,10,1,2,4,1,0,2,3,4,1,1,2,0,2,1,0,2,0,2,1,11,,,,,,,,,,,,,
Andre Gray,1,4,13,12,3,3,0,1,4,2,0,0,1,0,1,4,2,0,1,0,1,0,0,0,0,1,0,4,3,,,,,,,,,,,,,
Divock Okoth Origi,0,10,21,5,3,3,0,1,5,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,9,,,,,,,,,,,,,
Steve Cook,1,54,28,32,1,26,6,6,14,1,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,1,2,,,,,,,,,,,,,
Simon Francis,1,52,53,45,8,26,14,4,23,3,0,3,0,0,5,3,0,2,1,0,1,1,0,0,0,0,4,8,2,,,,,,,,,,,,,
Claudio Ariel Yacob,1,29,13,8,0,12,8,1,6,1,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,3,0,,,,,,,,,,,,,
Chris Brunt,1,28,42,42,4,7,4,2,11,0,0,0,1,0,1,2,6,0,0,0,0,0,0,0,1,0,4,4,2,,,,,,,,,,,,,
Ben Foster,0,7,32,18,3,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Andrew Surman,1,39,31,31,8,22,8,6,15,2,0,4,0,0,1,1,2,1,1,0,0,0,0,0,0,0,3,11,1,,,,,,,,,,,,,
Harry Arter,1,24,16,17,3,7,6,2,12,3,0,2,1,0,1,0,3,0,2,0,0,1,0,0,1,0,1,1,1,,,,,,,,,,,,,
Charlie Daniels,1,40,59,45,12,27,6,2,26,1,6,10,4,2,2,2,2,1,1,0,1,2,0,0,0,0,2,7,1,,,,,,,,,,,,,
Nathan Ake,1,74,29,38,8,33,10,3,31,1,2,3,2,0,3,0,3,0,3,0,1,0,0,0,0,0,7,2,1,,,,,,,,,,,,,
Asmir Begovic,0,14,17,18,5,12,0,2,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Ryan Fraser,1,19,34,21,8,4,4,2,12,2,2,1,0,0,2,0,3,1,1,0,0,1,0,0,1,0,5,4,2,,,,,,,,,,,,,
Ahmed Hegazy,1,38,34,38,4,22,2,7,12,3,0,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,3,,,,,,,,,,,,,
Craig Dawson,1,35,29,21,6,15,4,2,8,1,2,3,1,2,1,1,1,2,1,0,1,1,0,0,0,0,4,1,1,,,,,,,,,,,,,
Allan-Romeo Nyom,1,28,28,27,7,14,8,6,14,2,0,0,0,4,1,2,3,0,1,0,0,2,0,0,1,0,2,2,0,,,,,,,,,,,,,
Jay Rodriguez,1,31,29,32,4,7,4,4,13,0,2,5,1,2,2,2,1,0,0,0,0,1,0,0,1,0,3,5,14,,,,,,,,,,,,,
Matt Phillips,1,19,40,19,1,3,4,2,7,0,0,3,2,6,1,3,1,3,1,0,0,0,0,0,0,1,2,5,2,,,,,,,,,,,,,
Marc Pugh,1,17,23,12,9,1,4,3,4,0,0,1,2,2,0,1,0,0,0,0,2,2,0,0,1,0,2,1,3,,,,,,,,,,,,,
Jake Livermore,1,45,24,43,7,14,6,1,10,5,0,3,3,0,2,5,0,0,1,0,1,0,1,0,0,0,3,3,1,,,,,,,,,,,,,
Joshua King,1,22,27,27,7,8,4,3,10,0,0,4,2,2,0,6,1,0,0,0,0,2,0,0,1,0,5,6,9,,,,,,,,,,,,,
James McClean,1,12,26,22,5,8,4,0,9,1,0,4,2,0,3,3,1,0,0,0,0,0,0,0,0,0,1,6,5,,,,,,,,,,,,,
Sam Field,1,5,8,5,1,1,2,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Jordon  Ibe,1,16,27,38,8,9,4,1,13,2,2,7,5,2,1,3,3,0,0,0,0,0,0,0,1,0,3,7,5,,,,,,,,,,,,,
Benik Afobe,1,4,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Hal Robson-Kanu,0,5,8,4,2,3,2,0,2,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,2,,,,,,,,,,,,,
Adam Smith,1,37,26,41,16,5,6,4,11,4,4,5,2,4,0,0,2,0,0,0,0,0,0,0,0,0,5,1,2,,,,,,,,,,,,,
Rekeem Harper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jermain  Defoe,1,1,2,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,,,,,,,,,,,,
Jose Salomon Rondon Gimenez,1,25,41,28,5,9,2,1,8,1,0,4,1,2,0,2,4,0,0,0,0,1,0,0,0,0,4,4,11,,,,,,,,,,,,,
Sebastian Prodl,1,25,11,14,2,12,2,1,6,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Etienne Capoue,1,25,17,30,9,18,8,2,11,1,0,1,1,0,5,0,1,0,1,2,2,1,0,0,0,0,2,1,3,,,,,,,,,,,,,
Lys Mousset,1,1,13,6,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,
Ben Watson,0,15,6,12,1,8,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Gareth Barry,1,36,32,33,8,15,10,0,20,3,0,1,7,0,3,1,1,0,0,2,0,0,0,0,0,0,4,2,1,,,,,,,,,,,,,
Jonathan  Walters,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Rajiv van La Parra,1,20,19,20,7,5,4,1,11,3,2,0,9,2,2,1,2,0,0,0,1,0,1,0,1,0,3,5,8,,,,,,,,,,,,,
Jose Luis Sanmartin Mato,1,16,14,36,3,3,2,3,2,3,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,4,12,,,,,,,,,,,,,
Mohamed Diame,1,26,18,28,2,10,6,3,12,3,0,5,1,0,3,0,0,0,1,0,0,1,0,0,0,2,4,1,2,,,,,,,,,,,,,
Jacob Murphy,1,12,17,13,5,5,2,1,0,0,0,1,3,2,0,3,1,0,0,0,0,2,0,0,0,1,1,1,2,,,,,,,,,,,,,
Anthony Knockaert,1,27,27,35,10,14,2,2,14,3,2,6,5,2,1,3,2,1,1,0,0,1,0,0,1,1,2,4,4,,,,,,,,,,,,,
Islam Slimani,1,7,7,8,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,
Joe Gomez,1,36,30,25,7,13,10,4,12,2,4,4,2,0,4,2,0,0,2,0,0,1,0,0,0,0,5,1,0,,,,,,,,,,,,,
Andrew Robertson,1,31,30,31,8,14,12,3,14,1,0,4,1,2,4,4,2,1,3,2,0,0,0,0,0,0,2,5,0,,,,,,,,,,,,,
James Milner,1,22,37,35,1,16,4,3,12,4,0,3,2,2,8,2,4,0,0,2,0,2,1,0,0,0,5,4,4,,,,,,,,,,,,,
Daniel Sturridge,0,2,5,3,2,0,0,1,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,,,,,,,,,,,,,
Ragnar Klavan,1,42,13,15,3,16,2,7,15,1,2,1,1,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
James McArthur,1,35,32,41,5,14,14,3,17,1,2,6,2,0,2,2,4,0,0,0,1,2,0,0,0,0,5,2,4,,,,,,,,,,,,,
Dominic Solanke,1,5,5,5,1,2,2,2,2,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,
Jeffrey  Schlupp,1,17,22,24,3,14,6,3,6,1,0,2,3,0,1,1,3,2,0,0,1,0,0,0,0,0,2,3,0,,,,,,,,,,,,,
Mason Holgate,1,13,21,12,2,6,4,0,4,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Gylfi or Sigursson,1,22,21,34,9,10,2,2,6,0,0,3,1,0,4,5,2,1,2,0,0,0,0,0,1,1,3,5,6,,,,,,,,,,,,,
Jese Rodriguez Ruiz,1,1,9,4,3,4,0,2,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Shkodran Mustafi,1,47,19,27,4,25,4,8,15,2,2,0,1,0,3,0,2,1,1,2,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,
Ramadan Sobhi,0,11,19,15,2,4,2,0,9,1,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,1,4,,,,,,,,,,,,,
Alex Iwobi,1,14,24,18,7,11,6,1,13,1,0,5,1,4,1,5,4,1,1,0,0,1,1,0,0,0,8,3,1,,,,,,,,,,,,,
Kyle Bartley,0,3,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Roque Mesa Quevedo,1,31,14,27,2,9,4,2,14,1,4,1,2,0,3,0,2,0,0,0,1,0,0,0,1,0,2,1,1,,,,,,,,,,,,,
Luciano Narsingh,0,2,9,7,5,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,,,,,,,,,,,,,
Ander Herrera Aguera,1,16,22,27,6,10,10,3,13,1,0,0,2,0,1,1,2,1,0,0,0,0,0,0,1,2,2,2,0,,,,,,,,,,,,,
Victor Wanyama,0,11,10,20,1,10,4,1,11,2,0,0,1,0,2,0,0,0,1,2,0,1,0,0,0,0,1,1,3,,,,,,,,,,,,,
Kieran Trippier,1,31,45,27,14,18,10,2,14,1,4,5,5,0,2,2,2,0,0,2,0,0,0,0,1,0,4,1,0,,,,,,,,,,,,,
Victor Moses,1,21,33,17,6,14,8,3,3,2,0,6,1,2,4,1,2,0,2,0,0,0,0,0,0,0,3,4,4,,,,,,,,,,,,,
Tiemoue Bakayoko,1,36,24,28,7,22,2,4,19,2,4,2,5,0,2,1,1,0,1,0,0,1,0,0,0,1,1,1,4,,,,,,,,,,,,,
Pedro Eliezer Rodriguez Ledesma,1,13,21,14,3,4,0,2,4,3,0,1,2,2,0,2,1,0,0,0,0,1,0,0,0,0,4,6,8,,,,,,,,,,,,,
Pierre-Emile Hjbjerg,0,31,25,30,10,11,12,4,16,2,4,2,1,0,0,0,2,0,2,2,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,
Wesley Hoedt,1,30,27,31,8,27,6,1,11,4,0,1,2,0,2,1,1,0,0,2,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,
Michail Antonio,1,5,23,11,5,6,0,3,4,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0,0,0,1,1,3,,,,,,,,,,,,,
Joao Mario Naval da Costa Eduardo ,1,17,19,27,5,5,4,2,12,2,2,2,3,0,0,5,2,0,0,0,0,1,0,0,0,0,2,2,4,,,,,,,,,,,,,
Mario Lemina,1,32,17,25,5,20,2,6,12,1,4,1,3,0,1,2,3,0,0,2,1,1,0,0,0,0,3,1,2,,,,,,,,,,,,,
Cheikhou Kouyate,0,38,17,29,7,19,8,5,16,1,0,7,3,0,0,0,1,0,0,0,0,0,2,2,0,0,5,2,0,,,,,,,,,,,,,
Alex McCarthy,0,4,9,5,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Shane  Long,1,12,16,12,4,2,4,1,6,1,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,1,2,2,7,,,,,,,,,,,,,
Josh Cullen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Benjamin Mendy,1,9,8,6,2,2,2,0,2,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
Tyrone Mings,1,2,3,3,1,4,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Dan Gosling,1,28,40,33,4,14,10,4,20,4,2,5,2,4,2,4,1,1,1,0,1,4,0,0,1,1,1,4,1,,,,,,,,,,,,,
Muhamed Besic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Aaron  Lennon,1,9,29,18,2,5,2,2,6,0,2,2,2,2,0,3,0,1,1,0,0,1,0,0,1,0,1,3,0,,,,,,,,,,,,,
Sam Clucas,1,27,26,20,6,16,2,1,10,1,2,6,1,2,4,1,1,0,1,0,0,0,0,0,0,0,7,2,3,,,,,,,,,,,,,
Mike van der Hoorn,1,29,25,21,1,13,6,3,14,1,0,4,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,,,,,,,,,,,,,
Martin Kelly,1,11,6,8,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Yohan Cabaye,1,45,30,35,6,14,8,6,16,1,0,4,4,0,5,1,1,0,1,0,0,2,0,1,1,0,5,4,5,,,,,,,,,,,,,
Chung-Yong Lee,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Angel Rangel Zaragoza,1,6,3,1,0,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Laurent Koscielny,1,48,33,33,1,21,14,9,17,3,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,1,,,,,,,,,,,,,
Alexis Alejandro Sanchez Sanchez,1,26,41,26,6,7,6,1,5,5,0,13,0,4,3,7,2,0,1,0,0,2,0,0,1,0,5,11,3,,,,,,,,,,,,,
Loris Karius,1,6,18,11,1,7,0,1,7,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
Francis Coquelin,1,19,6,14,2,3,4,0,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,
Demarai Gray,0,14,28,21,2,4,4,1,9,4,0,7,2,0,2,3,2,0,1,2,0,2,0,0,0,0,3,4,5,,,,,,,,,,,,,
Andy King,1,17,22,24,5,5,4,1,14,1,0,1,3,0,3,2,0,0,0,0,0,2,0,0,0,0,3,2,1,,,,,,,,,,,,,
Jesse Lingard,1,25,22,17,5,14,2,6,15,1,0,2,3,0,2,7,2,0,0,0,0,1,1,0,0,0,1,5,10,,,,,,,,,,,,,
James Michael Collins,1,19,8,5,3,10,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Manuel Lanzini,1,32,31,43,17,13,16,4,18,0,8,6,4,0,1,5,5,1,1,0,0,0,1,0,1,0,3,6,7,,,,,,,,,,,,,
Aleksandar Mitrovic,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,
Ashley Barnes,1,9,15,15,2,3,0,0,7,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,1,1,5,14,,,,,,,,,,,,,
Chris Wood,1,11,21,17,3,5,2,0,10,1,0,0,1,0,1,2,2,0,1,0,1,1,0,0,0,1,1,1,4,,,,,,,,,,,,,
Ashley Westwood,1,27,16,18,2,10,6,1,10,4,2,0,1,2,1,1,1,0,1,0,0,0,0,0,1,0,3,2,1,,,,,,,,,,,,,
Harry Winks,1,13,9,21,1,11,2,2,12,1,0,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,
Davinson Sanchez Mina,1,71,15,39,2,36,12,5,27,2,4,3,1,2,7,1,3,0,2,0,1,2,0,0,0,0,0,1,1,,,,,,,,,,,,,
Christian Kabasele,1,30,28,26,5,20,8,4,10,1,0,0,2,0,2,0,1,0,3,0,0,1,0,0,0,0,2,0,1,,,,,,,,,,,,,
Liam Rosenior,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Andre Martin Carrillo Diaz,1,17,27,25,7,11,4,4,10,1,2,6,3,0,0,7,3,1,2,0,0,1,0,0,1,1,1,2,1,,,,,,,,,,,,,
Jose Heriberto Izquierdo Mena,1,18,12,16,4,1,2,1,6,3,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,0,3,4,12,,,,,,,,,,,,,
Troy Deeney,0,9,17,9,1,1,2,1,8,0,0,3,2,0,3,3,1,0,0,2,1,2,0,0,0,0,1,3,4,,,,,,,,,,,,,
James  Morrison,1,2,1,5,1,3,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Bruno Martins Indi,1,18,11,5,1,9,4,2,5,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Oliver Burke,0,1,1,6,1,1,2,0,3,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,
Grzegorz Krychowiak,1,24,28,34,6,10,6,2,19,2,4,3,5,2,1,1,1,0,1,0,0,0,0,0,0,0,1,5,0,,,,,,,,,,,,,
